date,AGG,EEM,EFA,IJR,JNK,SHY,SPY
2014-10-10,0.006312847,-0.018653094999999998,-0.036694288,-0.039529145,-0.018886685,0.0030776262,-0.030429542
2014-10-17,0.0048185587,0.005183935,0.004306078,0.022421479999999997,0.013171196000000001,0.0010621548,-0.01086384
2014-10-24,-0.0022620559,0.0073673725,0.026220322,0.033528327999999996,0.010999918,-0.00011789799,0.04223478
2014-10-31,-0.0017229915,0.027547598,0.02763939,0.051584363,-0.0019781589999999997,-0.0014147758,0.026625276000000003
2014-11-07,0.00019955635,-0.022064089999999998,-0.017200947,0.0007174015000000001,0.00021958351,-1.770258e-05,0.008330822
2014-11-14,-0.00045496225000000003,0.005337119,0.0081145763,0.00089621544,-0.0079640746,0.00023627281,0.0044261217000000005
2014-11-21,0.00036406517,0.024131298000000002,0.006628752,-0.0034918189999999997,0.00025081635,0.0001180172,0.011946677999999999
2014-11-28,0.006460428000000001,-0.022148907000000002,0.0032925606,0.0,-0.007273555,0.0007084608,0.0025160313000000003
2014-12-05,-0.006400645,-0.014939725,-0.00046885014,0.0088050365,-0.006638646000000001,-0.0023709536,0.0038610696999999998
2014-12-12,0.008575082000000001,-0.062133073999999996,-0.04659164,-0.027075171,-0.038333774,0.001537919,-0.034182668
2014-12-19,-0.0025325418,0.026995897,0.021403431999999997,0.031581879,0.033483982,-0.0023624301,0.033674717
2014-12-26,-0.0015474558,0.01493299,0.0087519884,0.022072196000000002,0.0015429258000000002,-0.0006741881,0.009296894
2015-01-02,0.006287575,-0.016489029,-0.026670932999999997,-0.013075292,-0.002183497,0.0020148754,-0.014440656000000001
2015-01-09,0.005433321,0.012896537999999999,-0.015516698,-0.014220119,0.0059462786,0.0016560555,-0.005744040000000001
2015-01-16,0.004233122000000001,0.0056022406,0.019282341,-0.0039423108,-0.007196069,0.0023617743999999998,-0.012827396
2015-01-23,0.0018833876,0.032159925,0.009376526,0.009804845,0.005436182,-0.00035345554000000003,0.016564965
2015-01-30,0.005997658,-0.042688847,-0.0022816062,-0.020399094,0.002574563,0.001532197,-0.02693081
2015-02-06,-0.010178566,0.02050233,0.020908237,0.040465593,0.01215148,-0.0037303567,0.030584096999999998
2015-02-13,-0.002701223,0.021345972999999997,0.021119952,0.012671828000000001,0.005098104500000001,0.00011813641,0.020578861
2015-02-20,-0.0018959641,0.0,0.018959522,0.0040570498,0.0030434132,0.0,0.0069549084
2015-02-27,0.0058796406,0.001721263,0.0010764599,0.0020629168,0.005815506000000001,0.0007088184,-0.0027409196000000003
2015-03-06,-0.011819482,-0.036328018000000004,-0.019815624,-0.016984046,-0.009333074,-0.0015226007,-0.015000462999999999
2015-03-13,0.005834102599999999,-0.024452329000000002,-0.011283517,0.014921427000000001,-0.0038247108,0.0010645389600000001,-0.008061707
2015-03-20,0.008881688,0.046475289999999995,0.040735482999999996,0.02742672,0.0015357733000000001,0.0016542673,0.026787639
